,DomainLength,TLD,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,IsHTTPS,HasTitle,HasFavicon,NoOfURLRedirect,HasDescription,NoOfiFrame,HasHiddenFields,HasPasswordField,NoOfImage,NoOfCSS,NoOfJS,label
51563,19,231,1,13,0.5,0,0.0,1,1,1,0,1,1,0,0,38,4,23,1
51564,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,1,0,7,7,9,1
51565,16,292,1,10,0.435,0,0.0,1,1,1,0,0,1,0,0,23,4,8,1
51568,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,0,0,6,4,10,1
51573,31,231,1,25,0.658,0,0.0,1,1,0,0,1,0,1,0,22,1,33,1
51576,25,231,1,19,0.594,0,0.0,1,1,1,0,1,0,0,0,40,2,12,1
51577,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,4,2,4,1
51580,33,231,1,27,0.675,0,0.0,1,1,1,0,1,3,1,0,42,3,16,1
51586,26,231,1,20,0.606,0,0.0,1,1,1,0,0,7,0,0,26,3,9,1
51587,21,280,1,15,0.536,0,0.0,1,1,1,0,1,3,0,0,25,1,4,1
51599,24,231,1,18,0.581,0,0.0,1,1,0,0,1,1,1,0,6,3,3,1
51600,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,1,0,56,14,21,1
51601,21,231,1,15,0.536,0,0.0,1,1,0,0,1,2,1,0,62,11,19,1
51624,22,189,1,16,0.552,0,0.0,1,1,0,0,1,1,0,0,16,4,12,1
51625,10,282,1,4,0.235,0,0.0,1,1,1,0,0,0,1,0,30,20,27,1
51628,16,231,1,10,0.435,0,0.0,1,1,1,0,0,0,0,0,31,4,9,1
51632,17,231,1,11,0.458,0,0.0,1,1,0,0,1,1,1,0,57,7,25,1
51634,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,3,0,0,1
51639,12,254,1,6,0.316,0,0.0,1,1,0,0,0,0,0,0,7,5,8,1
51647,22,189,1,16,0.552,0,0.0,1,1,1,0,1,0,1,0,32,1,6,1
51649,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,18,2,5,1
51656,23,231,1,17,0.567,0,0.0,1,1,1,0,1,0,0,0,9,2,5,1
51661,22,231,1,16,0.552,0,0.0,1,1,0,0,1,2,0,0,8,3,10,1
51663,13,157,1,7,0.35,0,0.0,1,1,1,0,1,0,1,0,18,7,14,1
51664,17,231,1,11,0.458,0,0.0,1,1,0,0,1,1,0,0,0,12,11,1
51666,25,231,1,19,0.594,0,0.0,1,1,1,0,0,0,0,0,32,11,17,1
51677,19,231,1,13,0.5,0,0.0,1,1,0,0,1,5,0,0,21,0,0,1
51678,28,231,1,22,0.629,0,0.0,1,1,1,0,1,0,1,0,10,3,12,1
51681,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,2,4,8,1
51694,21,231,1,15,0.536,0,0.0,1,1,0,0,1,2,0,0,14,21,27,1
51699,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,23,18,5,1
51701,23,231,1,17,0.567,0,0.0,1,1,1,0,1,3,1,0,11,4,9,1
51707,19,231,1,13,0.5,0,0.0,1,1,1,0,1,4,1,0,41,4,15,1
51711,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,1,0,56,6,14,1
51715,18,303,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,28,5,11,1
51718,21,231,1,14,0.5,0,0.0,1,1,1,0,1,3,0,0,63,2,4,1
51724,18,231,1,12,0.48,0,0.0,1,1,0,0,1,4,1,0,16,26,29,1
51725,24,132,1,18,0.581,0,0.0,1,1,1,0,1,0,0,0,30,2,2,1
51728,24,231,1,18,0.581,0,0.0,1,1,1,0,1,8,1,0,15,27,33,1
51729,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,1,0,13,13,17,1
51734,17,282,1,10,0.417,0,0.0,1,1,0,0,0,0,1,0,18,16,11,1
51736,18,231,1,12,0.48,0,0.0,1,1,1,0,1,7,1,0,21,2,22,1
51737,16,280,1,10,0.435,0,0.0,1,1,1,0,0,4,1,0,28,19,23,1
51743,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,1,0,18,1,5,1
51753,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,0,0,7,3,14,1
51755,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,1,0,26,5,19,1
51757,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,1,0,12,14,14,1
51758,17,132,1,11,0.458,0,0.0,1,1,1,0,0,1,0,0,19,4,2,1
51760,17,231,1,11,0.458,0,0.0,1,1,0,0,0,0,0,0,36,6,7,1
51761,23,231,1,16,0.533,0,0.0,1,1,1,0,1,4,1,0,85,7,13,1
51764,11,273,1,5,0.278,0,0.0,1,1,0,0,1,1,1,0,11,11,14,1
51767,26,231,1,20,0.606,0,0.0,1,1,1,0,1,0,1,0,13,1,10,1
51768,16,231,1,10,0.435,0,0.0,1,1,1,0,0,0,0,0,12,1,0,1
51770,12,231,1,6,0.316,0,0.0,1,1,0,0,1,2,1,0,45,3,13,1
51772,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,0,0,21,4,5,1
51782,20,231,1,14,0.519,0,0.0,1,1,0,0,1,3,1,0,5,4,9,1
51789,15,231,1,9,0.409,0,0.0,1,1,0,0,1,0,1,0,13,24,33,1
51790,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,1,0,19,14,16,1
51795,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,1,0,18,6,6,1
51806,24,231,1,17,0.548,0,0.0,1,1,1,0,1,2,1,0,26,1,11,1
51812,21,231,1,15,0.536,0,0.0,1,1,1,0,0,0,0,0,3,2,2,1
51815,14,231,1,8,0.381,0,0.0,1,1,0,0,0,0,1,0,60,12,27,1
51817,19,231,1,13,0.5,0,0.0,1,1,1,0,1,2,0,0,75,4,15,1
51819,22,231,1,16,0.552,0,0.0,1,1,0,0,1,3,1,0,2,12,10,1
51831,20,231,1,13,0.481,0,0.0,1,1,1,0,0,0,0,0,56,3,3,1
51833,17,189,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,6,3,5,1
51834,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,1,0,18,2,12,1
51839,16,252,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,28,15,18,1
51843,19,231,1,13,0.5,0,0.0,1,1,1,0,1,4,1,0,66,1,5,1
51846,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,0,0,51,10,18,1
51847,17,231,1,11,0.458,0,0.0,1,1,0,0,1,5,1,0,17,15,30,1
51852,23,231,1,17,0.567,0,0.0,1,1,1,0,0,0,1,0,34,10,14,1
51856,22,231,1,16,0.552,0,0.0,1,1,1,0,0,3,0,0,48,10,9,1
51859,16,231,1,10,0.435,0,0.0,1,1,1,0,0,0,0,0,35,32,33,1
51863,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,1,0,64,1,15,1
51866,23,226,1,17,0.567,0,0.0,1,1,1,0,1,1,0,0,3,4,13,1
51874,24,231,1,17,0.548,0,0.0,1,1,0,0,0,2,1,0,23,3,28,1
51877,20,231,1,14,0.519,0,0.0,1,1,0,0,0,0,1,0,3,0,3,1
51878,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,1,0,9,9,5,1
51884,11,320,1,5,0.278,0,0.0,1,1,1,0,1,1,0,0,6,29,6,1
51892,21,231,1,14,0.5,0,0.0,1,1,0,0,1,0,1,0,28,8,12,1
51893,22,231,1,16,0.552,0,0.0,1,1,0,0,1,2,1,0,16,5,2,1
51897,12,231,1,6,0.316,0,0.0,1,1,1,0,1,3,0,0,22,23,29,1
51898,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,25,2,3,1
51899,20,231,1,14,0.519,0,0.0,1,1,0,0,1,6,1,0,66,17,20,1
51903,17,231,1,11,0.458,0,0.0,1,1,1,0,1,8,0,0,25,3,16,1
51909,14,231,1,8,0.381,0,0.0,1,1,1,0,1,7,0,0,81,7,21,1
51912,32,231,1,26,0.667,0,0.0,1,1,1,0,1,3,0,0,33,2,33,1
51913,25,231,1,19,0.594,0,0.0,1,1,0,0,1,0,1,0,32,5,12,1
51915,38,231,1,32,0.711,0,0.0,1,1,1,0,0,1,0,0,11,3,4,1
51916,27,231,1,21,0.618,0,0.0,1,1,0,0,1,0,1,0,18,18,22,1
51918,19,231,1,13,0.5,0,0.0,1,1,0,0,1,3,1,0,9,15,16,1
51922,24,337,1,17,0.548,0,0.0,1,1,1,0,0,1,0,0,38,7,11,1
51924,16,231,1,10,0.435,0,0.0,1,1,0,0,1,0,0,0,43,5,10,1
51930,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,44,3,16,1
51937,10,157,1,4,0.235,0,0.0,1,1,1,0,0,0,1,0,100,28,29,1
51939,28,231,1,22,0.629,0,0.0,1,1,1,0,0,0,0,0,43,1,4,1
51940,14,132,1,8,0.381,0,0.0,1,1,0,0,1,0,0,0,15,4,8,1
51942,23,231,1,17,0.567,0,0.0,1,1,0,0,0,0,0,0,5,8,11,1
51954,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,0,0,65,2,15,1
51955,15,231,1,9,0.409,0,0.0,1,1,1,0,1,2,1,0,10,5,9,1
51956,18,127,1,12,0.48,0,0.0,1,1,1,0,1,1,1,0,101,20,23,1
51959,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,36,2,10,1
51971,18,231,1,12,0.48,0,0.0,1,1,0,0,0,2,0,0,12,4,4,1
51973,10,273,1,4,0.235,0,0.0,1,1,1,0,1,2,0,0,39,2,8,1
51975,16,231,1,10,0.435,0,0.0,1,1,0,0,0,1,1,0,25,6,18,1
51978,18,231,1,12,0.48,0,0.0,1,1,0,0,1,1,0,0,53,3,7,1
51980,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,22,28,31,1
51981,23,189,1,17,0.567,0,0.0,1,1,0,0,1,0,0,0,19,1,6,1
51982,18,231,1,12,0.48,0,0.0,1,1,1,0,0,0,1,0,17,9,21,1
51986,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,12,3,12,1
52004,17,231,1,11,0.458,0,0.0,1,1,0,0,1,2,0,0,9,0,0,1
52006,26,231,1,19,0.576,0,0.0,1,1,0,0,1,4,1,0,27,5,32,1
52009,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,0,0,46,1,2,1
52011,16,303,1,10,0.435,0,0.0,1,1,0,0,1,0,1,0,12,9,22,1
52021,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,1,1,6,1
52022,12,254,1,6,0.316,0,0.0,1,1,1,0,1,1,0,0,24,5,20,1
52024,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,0,0,11,3,3,1
52026,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,1,0,25,30,24,1
52037,25,231,1,19,0.594,0,0.0,1,1,1,0,1,1,1,0,36,17,14,1
52056,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,39,8,10,1
52057,12,231,1,6,0.316,0,0.0,1,1,0,0,1,0,1,0,24,4,25,1
52058,14,231,1,8,0.381,0,0.0,1,1,0,0,1,1,0,0,5,1,2,1
52060,23,231,1,17,0.567,0,0.0,1,1,0,0,0,3,0,0,1,4,23,1
52066,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,1,0,14,9,15,1
52072,21,231,1,15,0.536,0,0.0,1,1,1,0,0,1,0,0,31,2,16,1
52075,18,157,1,12,0.48,0,0.0,1,1,1,0,0,0,0,0,27,21,32,1
52079,17,231,1,11,0.458,0,0.0,1,1,0,0,1,2,0,0,5,1,4,1
52081,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,33,2,15,1
52089,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,21,2,18,1
52093,19,231,1,13,0.5,0,0.0,1,1,0,0,1,1,0,0,8,13,19,1
52099,22,231,1,16,0.552,0,0.0,1,1,0,0,1,2,0,0,59,3,8,1
52108,19,170,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,20,0,1,1
52112,25,231,1,19,0.594,0,0.0,1,1,0,0,1,3,1,0,15,5,12,1
52117,18,231,1,12,0.48,0,0.0,1,1,0,0,1,1,1,0,5,8,15,1
52123,22,231,1,16,0.552,0,0.0,1,1,1,0,0,2,0,0,10,12,21,1
52132,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,0,0,26,18,37,1
52135,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,1,0,34,5,5,1
52159,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,25,5,7,1
52162,22,231,1,16,0.552,0,0.0,1,1,1,0,1,2,1,0,22,14,25,1
52163,21,231,1,15,0.536,0,0.0,1,1,1,0,1,2,1,0,1,1,2,1
52164,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,12,4,17,1
52167,18,231,1,12,0.48,0,0.0,1,1,0,0,1,8,1,0,49,25,31,1
52168,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,27,0,5,1
52172,22,231,1,16,0.552,0,0.0,1,1,1,0,1,1,1,0,19,5,5,1
52181,17,138,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,35,14,28,1
52184,27,231,1,21,0.618,0,0.0,1,1,1,0,1,1,0,0,35,30,41,1
52190,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,27,5,13,1
52191,12,231,1,6,0.316,0,0.0,1,1,1,0,0,0,1,0,25,3,5,1
52201,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,1,0,5,3,3,1
52223,17,231,1,11,0.458,0,0.0,1,1,0,0,0,1,1,0,13,2,13,1
52228,30,231,1,24,0.649,0,0.0,1,1,0,0,1,8,1,0,42,22,26,1
52231,17,231,1,11,0.458,0,0.0,1,1,0,0,0,2,1,0,38,29,31,1
52232,12,231,1,6,0.316,0,0.0,1,1,1,0,1,0,0,0,29,10,13,1
52233,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,16,6,3,1
52237,18,226,1,12,0.48,0,0.0,1,1,1,0,0,0,0,0,54,10,12,1
52238,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,37,4,15,1
52241,19,231,1,13,0.5,0,0.0,1,1,0,0,0,0,1,0,2,5,10,1
52242,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,4,6,14,1
52246,21,231,1,15,0.536,0,0.0,1,1,0,0,1,3,0,0,51,7,4,1
52249,22,231,1,15,0.517,0,0.0,1,1,0,0,0,0,1,0,3,2,4,1
52251,19,254,1,13,0.5,0,0.0,1,1,1,0,0,0,1,0,19,12,15,1
52252,14,231,1,8,0.381,0,0.0,1,1,0,0,1,1,1,0,54,5,39,1
52262,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,0,0,8,15,14,1
52263,16,231,1,10,0.435,0,0.0,1,1,0,0,1,3,1,0,1,4,9,1
52276,15,282,1,9,0.409,0,0.0,1,1,1,0,1,6,1,0,44,9,20,1
52286,16,231,1,10,0.435,0,0.0,1,1,0,0,0,0,0,0,3,1,4,1
52290,12,157,1,6,0.316,0,0.0,1,1,1,0,1,0,1,0,68,5,7,1
52292,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,44,4,8,1
52294,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,1,0,56,2,17,1
52295,21,231,1,15,0.536,0,0.0,1,1,0,0,0,1,0,0,7,8,15,1
52297,18,337,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,11,1,4,1
52303,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,44,6,11,1
52307,19,231,1,13,0.5,0,0.0,1,1,0,0,1,4,0,0,15,6,20,1
52311,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,26,6,7,1
52314,23,231,1,16,0.533,0,0.0,1,1,0,0,1,0,1,0,8,1,1,1
52321,15,231,1,9,0.409,0,0.0,1,1,0,0,1,0,0,0,10,7,7,1
52322,20,231,1,14,0.519,0,0.0,1,1,1,0,0,4,0,0,10,0,0,1
52323,16,231,1,10,0.435,0,0.0,1,1,1,0,1,4,1,0,73,4,11,1
52332,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,2,2,2,1
52333,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,1,0,61,1,9,1
52335,13,231,1,7,0.35,0,0.0,1,1,1,0,1,1,0,0,2,5,10,1
52338,16,231,1,10,0.435,0,0.0,1,1,1,0,1,3,1,0,27,6,16,1
52352,16,231,1,10,0.435,0,0.0,1,1,0,0,1,1,1,0,12,2,4,1
52362,23,231,1,17,0.567,0,0.0,1,1,1,0,0,4,1,0,63,8,18,1
52369,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,34,2,11,1
52373,19,231,1,12,0.462,0,0.0,1,1,1,0,1,1,0,0,40,22,33,1
52374,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,0,0,17,1,5,1
52377,12,224,1,6,0.316,0,0.0,1,1,1,0,0,2,1,0,29,11,17,1
52380,16,231,1,10,0.435,0,0.0,1,1,1,0,0,0,1,0,8,1,1,1
52381,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,0,0,7,9,24,1
52384,23,231,1,17,0.567,0,0.0,1,1,1,0,1,1,1,0,56,14,22,1
52388,26,231,1,20,0.606,0,0.0,1,1,1,0,0,0,0,0,21,13,9,1
52392,16,189,1,10,0.435,0,0.0,1,1,1,0,1,2,0,0,3,7,18,1
52409,26,231,1,20,0.606,0,0.0,1,1,0,0,1,3,1,0,12,7,10,1
52413,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,0,0,45,5,17,1
52415,15,231,1,9,0.409,0,0.0,1,1,0,0,1,1,1,0,19,13,13,1
52416,19,231,1,13,0.5,0,0.0,1,1,1,0,1,1,1,0,18,13,28,1
52417,21,231,1,15,0.536,0,0.0,1,1,0,0,1,9,1,0,67,8,13,1
52418,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,39,2,5,1
52436,14,231,1,8,0.381,0,0.0,1,1,1,0,1,2,0,0,58,4,5,1
52439,29,231,1,23,0.639,0,0.0,1,1,1,0,1,1,0,0,36,26,20,1
52441,16,231,1,10,0.435,0,0.0,1,1,0,0,1,0,0,0,15,6,10,1
52451,17,231,1,11,0.458,0,0.0,1,1,1,0,1,1,0,0,2,1,10,1
52455,20,231,1,14,0.519,0,0.0,1,1,1,0,0,0,0,0,16,3,5,1
52456,21,254,1,13,0.464,0,0.0,1,1,0,0,1,6,0,0,64,17,16,1
52459,13,157,1,7,0.35,0,0.0,1,1,0,0,0,2,0,0,0,3,13,1
52460,18,231,1,12,0.48,0,0.0,1,1,0,0,0,5,1,0,12,5,8,1
52465,17,303,1,11,0.458,0,0.0,1,1,1,0,1,1,1,0,32,3,10,1
52467,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,0,0,15,10,10,1
52475,21,263,1,15,0.536,0,0.0,1,1,0,0,1,4,1,0,45,25,21,1
52476,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,0,0,16,4,19,1
52477,26,337,1,20,0.606,0,0.0,1,1,0,0,1,0,0,0,11,13,21,1
52479,15,231,1,9,0.409,0,0.0,1,1,1,0,1,1,0,0,4,0,1,1
52481,17,231,1,11,0.458,0,0.0,1,1,1,0,1,4,1,0,40,20,18,1
52487,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,68,3,13,1
52503,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,1,0,16,2,13,1
52512,21,254,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,8,4,6,1
52515,19,231,1,13,0.5,0,0.0,1,1,1,0,1,1,0,0,30,11,16,1
52517,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,1,0,9,23,20,1
52519,26,231,1,20,0.606,0,0.0,1,1,1,0,1,0,1,0,32,2,8,1
52523,23,231,1,17,0.567,0,0.0,1,1,1,0,1,0,0,0,26,2,15,1
52531,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,1,0,26,1,7,1
52540,20,157,1,14,0.519,0,0.0,1,1,1,0,1,2,0,0,27,2,15,1
52541,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,6,1,2,1
52545,29,231,1,23,0.639,0,0.0,1,1,1,0,0,5,1,0,31,7,9,1
52551,14,231,1,8,0.381,0,0.0,1,1,0,0,1,4,1,0,34,20,14,1
52562,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,1,0,3,1
52564,25,231,1,19,0.594,0,0.0,1,1,1,0,0,4,0,0,38,2,5,1
52570,10,273,1,4,0.235,0,0.0,1,1,1,0,1,2,1,0,18,14,23,1
52572,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,1,0,14,8,26,1
52580,24,231,1,18,0.581,0,0.0,1,1,1,0,1,2,0,0,16,6,16,1
52596,19,231,1,13,0.5,0,0.0,1,1,1,0,1,2,0,0,77,1,4,1
52602,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,26,2,16,1
52606,19,231,1,13,0.5,0,0.0,1,1,1,0,1,2,1,0,54,5,9,1
52612,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,1,0,46,4,19,1
52616,15,231,1,9,0.409,0,0.0,1,1,0,0,0,9,1,0,30,24,29,1
52617,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,45,8,21,1
52619,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,0,0,18,17,10,1
52620,14,231,1,8,0.381,0,0.0,1,1,1,0,1,1,1,0,37,5,6,1
52621,18,231,1,12,0.48,0,0.0,1,1,0,0,0,1,1,0,6,1,8,1
52622,14,231,1,8,0.381,0,0.0,1,1,1,0,1,9,1,0,20,8,12,1
52631,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,15,1,4,1
52638,12,231,1,6,0.316,0,0.0,1,1,1,0,1,0,1,0,11,3,18,1
52639,21,170,1,15,0.536,0,0.0,1,1,1,0,1,3,1,0,25,13,30,1
52654,18,282,1,12,0.48,0,0.0,1,1,1,0,1,3,1,0,32,5,9,1
52657,19,231,1,13,0.5,0,0.0,1,1,0,0,0,0,1,0,17,4,7,1
52670,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,1,0,0,4,8,1
52673,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,18,5,4,1
52680,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,28,5,15,1
52683,10,280,1,4,0.235,0,0.0,1,1,0,0,0,0,1,0,17,19,15,1
52685,15,231,1,9,0.409,0,0.0,1,1,1,0,1,5,0,0,11,2,11,1
52690,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,0,0,16,3,7,1
52695,25,231,1,19,0.594,0,0.0,1,1,1,0,1,0,0,0,8,2,12,1
52699,21,231,1,15,0.536,0,0.0,1,1,1,0,1,3,0,0,7,2,25,1
52703,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,80,8,8,1
52720,15,132,1,9,0.409,0,0.0,1,1,0,0,0,0,0,0,78,9,15,1
52724,11,273,1,5,0.278,0,0.0,1,1,0,0,1,0,0,0,3,2,4,1
52741,18,231,1,12,0.48,0,0.0,1,1,0,0,0,2,0,0,3,4,3,1
52754,23,231,1,17,0.567,0,0.0,1,1,0,0,0,1,1,0,42,23,33,1
52756,24,231,1,18,0.581,0,0.0,1,1,0,0,0,0,1,0,10,22,19,1
52766,17,231,1,11,0.458,0,0.0,1,1,1,0,1,3,0,0,25,19,26,1
52775,25,231,1,19,0.594,0,0.0,1,1,1,0,0,8,0,0,33,3,7,1
52778,19,231,1,12,0.462,0,0.0,1,1,1,0,1,0,0,0,11,4,6,1
52783,25,231,1,19,0.594,0,0.0,1,1,1,0,0,0,1,0,10,12,24,1
52786,20,231,1,14,0.519,0,0.0,1,1,1,0,1,3,0,0,42,5,11,1
52799,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,30,9,23,1
52818,13,231,1,7,0.35,0,0.0,1,1,1,0,1,0,1,0,15,9,9,1
52826,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,29,4,4,1
52834,24,231,1,18,0.581,0,0.0,1,1,1,0,1,4,1,0,23,6,19,1
52837,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,17,2,6,1
52838,22,231,1,16,0.552,0,0.0,1,1,0,0,1,2,1,0,6,8,19,1
52840,23,231,1,17,0.567,0,0.0,1,1,0,0,1,1,1,0,2,1,1,1
52843,13,231,1,7,0.35,0,0.0,1,1,1,0,1,0,0,0,42,2,3,1
52845,14,189,1,7,0.333,0,0.0,1,1,0,0,0,0,1,0,5,5,10,1
52849,30,231,1,23,0.622,0,0.0,1,1,0,0,1,2,1,0,70,7,27,1
52853,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,5,8,7,1
52855,22,231,1,16,0.552,0,0.0,1,1,0,0,0,8,1,0,41,6,11,1
52870,19,263,1,13,0.5,0,0.0,1,1,1,0,1,1,0,0,40,6,8,1
52874,19,254,1,12,0.462,0,0.0,1,1,1,0,1,0,1,0,9,5,7,1
52875,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,47,3,11,1
52877,10,254,1,4,0.235,0,0.0,1,1,1,0,1,0,1,0,24,21,32,1
52878,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,1,0,6,3,11,1
52881,17,231,1,11,0.458,0,0.0,1,1,0,0,1,4,0,0,36,8,38,1
52890,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,13,2,5,1
52905,19,231,1,12,0.462,0,0.0,1,1,0,0,1,4,1,0,44,3,17,1
52909,14,231,1,8,0.381,0,0.0,1,1,1,0,1,5,0,0,10,2,10,1
52914,27,231,1,21,0.618,0,0.0,1,1,1,0,1,0,1,0,21,4,14,1
52916,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,27,11,26,1
52918,22,231,1,16,0.552,0,0.0,1,1,0,0,0,0,0,0,36,5,12,1
52932,18,231,1,12,0.48,0,0.0,1,1,1,0,1,2,1,0,86,1,24,1
52939,19,231,1,13,0.5,0,0.0,1,1,0,0,1,1,1,0,11,2,8,1
52942,14,231,1,8,0.381,0,0.0,1,1,1,0,0,1,0,0,74,3,6,1
52944,15,231,1,8,0.364,0,0.0,1,1,0,0,1,0,0,0,22,2,21,1
52947,15,189,1,9,0.409,0,0.0,1,1,0,0,0,0,1,0,21,23,25,1
52953,21,231,1,15,0.536,0,0.0,1,1,1,0,1,1,1,0,45,9,40,1
52954,23,231,1,17,0.567,0,0.0,1,1,0,0,1,4,1,0,17,3,8,1
52965,15,231,1,8,0.364,0,0.0,1,1,1,0,1,0,0,0,33,4,17,1
52966,13,231,1,7,0.35,0,0.0,1,1,1,0,1,2,0,0,33,1,3,1
52970,22,231,1,15,0.517,0,0.0,1,1,0,0,1,3,0,0,23,14,13,1
52971,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,1,0,19,11,16,1
52983,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,1,0,6,1,14,1
52984,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,0,0,45,9,17,1
52989,17,231,1,11,0.458,0,0.0,1,1,1,0,1,3,0,0,40,4,13,1
52992,18,231,1,12,0.48,0,0.0,1,1,1,0,1,2,0,0,6,4,11,1
52995,27,231,1,21,0.618,0,0.0,1,1,0,0,1,2,1,0,25,1,5,1
52996,15,231,1,9,0.409,0,0.0,1,1,0,0,0,1,0,0,6,5,9,1
